API_UWI,Unformatted_API_UWI,API_UWI_12,Unformatted_API_UWI_12,API_UWI_14,Unformatted_API_UWI_14,WellID,CompletionID,WellPadID,CompletionNumber,WellName,Country,StateProvince,County,Lease,LeaseName,ENVOperator,RawOperator,InitialOperator,ENVWellServiceProvider,ENVProdWellType,StateWellType,ENVWellType,ENVRegion,ENVBasin,ENVPlay,ENVWellStatus,ENVWellboreStatus,OnConfidential,OffConfidentialDate,Trajectory,Formation,FirstProdDate,Latitude,Longitude,Latitude_BH,Longitude_BH,TVD_FT,MD_FT,District,Field,Survey,Block,Abstract,Platform,Section,Township,Range,Section_Township_Range,Unit_Name,Vintage,FirstProdQuarter,FirstProdMonth,ENVElevationKB_FT,ENVElevationKBSource,ENVElevationGL_FT,ENVElevationGLSource,CoordinateSource,PermitApprovedDate,PermitSubmittedDate,SpudDate,DrillingEndDate,RigReleaseDate,CompletionDate,ENVFracJobType,UpperPerf_FT,LowerPerf_FT,PerfInterval_FT,LateralLength_FT,Proppant_LBS,TotalFluidPumped_BBL,TestDate,ChokeSize_64IN,TestRate_BOEPerDAY,TestRate_BOEPerDAYPer1000FT,TestRate_MCFEPerDAY,OilTestRate_BBLPerDAY,OilTestRate_BBLPerDAYPer1000FT,GasTestRate_MCFPerDAY,GasTestRate_MCFPerDAYPer1000FT,WaterTestRate_BBLPerDAY,WaterTestRate_BBLPerDAYPer1000Ft,CasingPressure_PSI,FlowingTubingPressure_PSI,ShutInPressure_PSI,OilTestMethodName,OilGravity_API,GasGravity_SG,First3MonthProd_BOE,First3MonthProd_BOEPer1000FT,First3MonthGas_MCF,First3MonthGas_MCFPer1000FT,First3MonthProd_MCFE,First3MonthProd_MCFEPer1000FT,First3MonthOil_BBL,First3MonthOil_BBLPer1000FT,First3MonthWater_BBL,First6MonthProd_BOE,First6MonthProd_BOEPer1000FT,First6MonthGas_MCF,First6MonthGas_MCFPer1000FT,First6MonthProd_MCFE,First6MonthProd_MCFEPer1000FT,First6MonthOil_BBL,First6MonthOil_BBLPer1000FT,First6MonthWater_BBL,First9MonthProd_BOE,First9MonthProd_BOEPer1000FT,First9MonthGas_MCF,First9MonthGas_MCFPer1000FT,First9MonthProd_MCFE,First9MonthProd_MCFEPer1000FT,First9MonthOil_BBL,First9MonthOil_BBLPer1000FT,First9MonthWater_BBL,First12MonthProd_BOE,First12MonthProd_BOEPer1000FT,First12MonthGas_MCF,First12MonthGas_MCFPer1000FT,First12MonthProd_MCFE,First12MonthProd_MCFEPer1000FT,First12MonthOil_BBL,First12MonthOil_BBLPer1000FT,First12MonthWater_BBL,First36MonthProd_BOE,First36MonthProd_BOEPer1000FT,First36MonthGas_MCF,First36MonthGas_MCFPer1000FT,First36MonthProd_MCFE,First36MonthProd_MCFEPer1000FT,First36MonthOil_BBL,First36MonthOil_BBLPer1000FT,First36MonthWater_BBL,First36MonthWaterProductionBBLPer1000Ft,PeakProductionDate,MonthsToPeakProduction,PeakProd_BOE,PeakProd_BOEPer1000FT,PeakGas_MCF,PeakGas_MCFPer1000FT,PeakProd_MCFE,PeakProd_MCFEPer1000FT,PeakOil_BBL,PeakOil_BBLPer1000FT,PeakWater_BBL,CumProd_BOE,CumProd_BOEPer1000FT,CumGas_MCF,CumGas_MCFPer1000FT,CumProd_MCFE,CumProd_MCFEPer1000FT,CumOil_BBL,CumOil_BBLPer1000FT,CumWater_BBL,TotalProducingMonths,LastProdDate,LastMonthLiquidsProduction_BBL,LastMonthGasProduction_MCF,LastMonthWaterProduction_BBL,Last12MonthBOEProduction,Last12MonthGasProduction_MCF,Last12MonthOilProduction_BBL,Last12MonthWaterProduction_BBL,WHLiquids_PCT,GOR_ScfPerBbl,FirstProdYear
42-317-42148,4231742148,42-317-42148-01,4.23174E+11,42-317-42148-01-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-42149,,TOE NAIL 2LL,US,TX,MARTIN,53743,TOE NAIL,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,UNREPORTED,,,DIRECTIONAL,TREND AREA,2020/1/1,32.11025,-102.002502,32.109423,-102.001492,8798,8915,8,SPRABERRY,T&P RR CO,38,750,,2,1S,,,TOE NAIL,2020,2020-Q1,Jan-20,2816,ACTUAL,2785,ACTUAL,ACTUAL,2019/2/28,2019/2/20,2019/6/20,,2019/7/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
42-317-42148,4231742148,42-317-42148-00,4.23174E+11,42-317-42148-00-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-42149,1,TOE NAIL 2LL,US,TX,MARTIN,53743,TOE NAIL,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2020/1/1,32.11025,-102.002502,32.081128,-101.992237,8876,19618,8,SPRABERRY,T&P RR CO,38,750,,2,1S,,,TOE NAIL,2020,2020-Q1,Jan-20,2816,ACTUAL,2785,ACTUAL,ACTUAL,2019/2/28,2019/2/20,2019/6/20,2019/7/30,2019/7/30,2020/1/18,SLICKWATER HC,9340,19382,10042,10516,20587732,354578,2020/2/26,,885,88,5312,777,77,650,65,2774,276,,,,PUMPING,39,,42693,4251,44167,4398,256156,25508,35332,3518,107227,89155,8878,120539,12003,534930,53269,69065,6878,202319,130446,12990,216306,21540,782674,77940,94395,9400,278171,164207,16352,307917,30663,985243,98112,112888,11242,336855,319887,31855,807712,80433,1919324,191130,185269,18449,622677,62007,2020/3/1,3,23103,2301,36678,3652,138618,13804,18471,1839,51560,439530,43769,1171534,116663,2637178,262615,244274,24325,1017692,63,2025/3/1,2018,11892,17406,52417,176158,23057,178521,56,4796,2020
42-317-42149,4231742149,42-317-42149-01,4.23174E+11,42-317-42149-01-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-42149,,TOE NAIL 3JM,US,TX,MARTIN,53743,TOE NAIL,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,UNREPORTED,,,DIRECTIONAL,TREND AREA,2020/1/1,32.110272,-102.002408,32.109482,-102.00139,8359,8452,8,SPRABERRY,T&P RR CO,38,750,,2,1S,,,TOE NAIL,2020,2020-Q1,Jan-20,2816,ACTUAL,2785,ACTUAL,ACTUAL,2019/2/28,2019/2/20,2019/6/1,,2019/8/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
42-317-42149,4231742149,42-317-42149-00,4.23174E+11,42-317-42149-00-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-42149,1,TOE NAIL 3JM,US,TX,MARTIN,53743,TOE NAIL,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2020/1/1,32.110272,-102.002408,32.081067,-101.992308,8427,19158,8,SPRABERRY,T&P RR CO,38,750,,2,1S,,,TOE NAIL,2020,2020-Q1,Jan-20,2816,ACTUAL,2785,ACTUAL,ACTUAL,2019/2/28,2019/2/20,2019/6/1,2019/8/14,2019/8/14,2020/1/21,SLICKWATER HC,8803,18984,10181,10522,20965998,349326,2020/3/18,,979,96,5874,872,86,642,63,2596,255,,,,PUMPING,39,,51818,5090,30241,2970,310906,30538,46777,4595,139277,105165,10330,71015,6975,630988,61977,93329,9167,276925,144352,14179,113769,11175,866111,85071,125390,12316,370575,171714,16866,148641,14600,1030283,101197,146940,14433,432788,252637,24815,255102,25057,1515824,148888,210120,20638,608238,59742,2020/3/1,3,29531,2901,18749,1842,177189,17404,26789,2631,79769,279909,27493,271522,26669,1679452,164959,234655,23048,669642,63,2025/3/1,564,252,1329,8442,5222,7572,18280,84,1157,2020
42-317-42150,4231742150,42-317-42150-01,4.23174E+11,42-317-42150-01-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-42150,,TOE NAIL E 4HA,US,TX,MARTIN,53769,TOE NAIL E,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,UNREPORTED,,,DIRECTIONAL,TREND AREA,2020/1/1,32.110811,-101.999501,32.110403,-102.000068,9127,9214,8,SPRABERRY,T&P RR CO,38,750,,2,1S,,,TOE NAIL E,2020,2020-Q1,Jan-20,2803,ACTUAL,2773,ACTUAL,ACTUAL,2019/2/28,2019/2/20,2019/6/22,,2019/11/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
42-317-42150,4231742150,42-317-42150-00,4.23174E+11,42-317-42150-00-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-42150,1,TOE NAIL E 4HA,US,TX,MARTIN,53769,TOE NAIL E,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,PROPETRO SERVICES INC,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2020/1/1,32.110811,-101.999501,32.081307,-101.991634,9279,20210,8,SPRABERRY,T&P RR CO,38,750,,2,1S,,,TOE NAIL E,2020,2020-Q1,Jan-20,2803,ACTUAL,2773,ACTUAL,ACTUAL,2019/2/28,2019/2/20,2019/6/22,2019/11/11,2019/11/11,2020/1/30,SLICKWATER HC,9823,20048,10225,10675,17527930,333131,2020/2/26,,519,51,3115,450,44,415,41,2372,232,,,,PUMPING,39,,49109,4803,72074,7049,294651,28817,37096,3628,129456,120494,11784,218909,21409,722965,70706,84009,8216,266882,170285,16654,350087,34238,1021709,99923,111937,10947,353234,212910,20823,480314,46975,1277462,124935,132858,12993,421573,423034,41373,1243511,121615,2538204,248235,215782,21103,758969,74227,2020/3/1,3,30121,2946,53344,5217,180728,17675,22265,2178,63042,580082,56732,1853780,181299,3480494,340391,271119,26515,1110889,63,2025/3/1,828,21847,6879,51930,214837,16124,120964,47,6838,2020
42-317-42151,4231742151,42-317-42151-01,4.23174E+11,42-317-42151-01-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-42150,,TOE NAIL E 5LM,US,TX,MARTIN,53769,TOE NAIL E,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,UNREPORTED,,,DIRECTIONAL,TREND AREA,2020/2/1,32.110833,-101.999408,32.109966,-101.999974,8538,8649,8,SPRABERRY,T&P RR CO,38,750,,2,1S,,,TOE NAIL E,2020,2020-Q1,Feb-20,2803,ACTUAL,2773,ACTUAL,ACTUAL,2019/2/28,2019/2/20,2019/6/25,,2019/10/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
42-317-42151,4231742151,42-317-42151-00,4.23174E+11,42-317-42151-00-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-42150,1,TOE NAIL E 5LM,US,TX,MARTIN,53769,TOE NAIL E,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2020/2/1,32.110833,-101.999408,32.081335,-101.991251,8678,19470,8,SPRABERRY,T&P RR CO,38,750,,2,1S,,,TOE NAIL E,2020,2020-Q1,Feb-20,2803,ACTUAL,2773,ACTUAL,ACTUAL,2019/2/28,2019/2/20,2019/6/25,2019/10/29,2019/10/29,2020/2/1,SLICKWATER HC,9053,19227,10174,10404,19598159,370505,2020/2/23,,791,78,4744,703,69,526,52,2767,272,,,,PUMPING,39,,52395,5150,34104,3352,314368,30899,46711,4591,181730,81669,8027,57267,5629,490014,48163,72125,7089,280260,99406,9771,73764,7250,596435,58623,87112,8562,338162,112313,11039,88097,8659,673877,66235,97630,9596,378657,156532,15385,139022,13664,939191,92313,133362,13108,514480,50568,2020/2/1,1,21382,2102,17030,1674,128289,12610,18543,1823,72216,172528,16958,151700,14911,1035169,101747,147245,14473,565809,62,2025/3/1,157,231,569,3965,2974,3469,12681,85,1030,2020
42-317-42152,4231742152,42-317-42152-01,4.23174E+11,42-317-42152-01-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-42150,,TOE NAIL E 6HB,US,TX,MARTIN,53769,TOE NAIL E,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,UNREPORTED,,,DIRECTIONAL,TREND AREA,2020/2/1,32.110855,-101.999314,32.111378,-101.999559,9330,9358,8,SPRABERRY,T&P RR CO,38,750,,2,1S,,,TOE NAIL M,2020,2020-Q1,Feb-20,2802,ACTUAL,2772,ACTUAL,ACTUAL,2019/2/28,2019/2/20,2019/6/23,,2019/10/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
42-317-42152,4231742152,42-317-42152-02,4.23174E+11,42-317-42152-02-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-42150,,TOE NAIL E 6HB,US,TX,MARTIN,53769,TOE NAIL E,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,UNREPORTED,,,DIRECTIONAL,TREND AREA,2020/2/1,32.110855,-101.999314,32.110884,-101.999614,9396,9508,8,SPRABERRY,T&P RR CO,38,750,,2,1S,,,TOE NAIL M,2020,2020-Q1,Feb-20,2802,ACTUAL,2772,ACTUAL,ACTUAL,2019/2/28,2019/2/20,2019/6/23,,2019/10/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
42-317-42152,4231742152,42-317-42152-00,4.23174E+11,42-317-42152-00-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-42150,1,TOE NAIL E 6HB,US,TX,MARTIN,53769,TOE NAIL E,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2020/2/1,32.110855,-101.999314,32.081468,-101.990743,9491,20595,8,SPRABERRY,T&P RR CO,38,750,,2,1S,,,TOE NAIL M,2020,2020-Q1,Feb-20,2802,ACTUAL,2772,ACTUAL,ACTUAL,2019/2/28,2019/2/20,2019/6/23,2019/10/15,2019/10/15,2020/2/5,SLICKWATER HC,9803,20370,10567,10726,15681530,334298,2020/2/21,64,1064,101,6383,763,72,1805,171,1094,104,1100,230,,FLOWING,39,,49133,4650,75868,7180,294800,27898,36489,3453,52307,89616,8481,154622,14632,537696,50884,63846,6042,91504,115012,10884,210515,19922,690070,65304,79926,7564,114529,134326,12712,258908,24502,805955,76271,91174,8628,130627,200382,18963,428690,40569,1202293,113778,128934,12202,184549,17465,2020/3/1,2,21433,2028,29457,2788,128598,12170,16637,1574,23851,221518,20963,469731,44453,1329107,125779,143229,13554,204869,62,2025/3/1,159,735,225,5120,9514,3534,5014,65,3280,2020
42-317-42153,4231742153,42-317-42153-00,4.23174E+11,42-317-42153-00-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-39844,1,TOE NAIL E 7JM,US,TX,MARTIN,53769,TOE NAIL E,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2020/2/1,32.110877,-101.999221,32.081505,-101.990675,8396,19190,8,SPRABERRY,T&P RR CO,38,750,,2,1S,,,TOE NAIL E,2020,2020-Q1,Feb-20,2802,ACTUAL,2772,ACTUAL,ACTUAL,2019/2/28,2019/2/20,2019/6/25,2019/9/23,2019/9/23,2020/2/3,SLICKWATER HC,8837,19016,10179,10498,19700811,339210,2020/3/17,,1050,103,6301,941,92,655,64,2667,262,,,,PUMPING,39,,70243,6901,42532,4178,421458,41405,63154,6204,178922,110935,10898,72876,7159,665611,65391,98789,9705,279489,135495,13311,94442,9278,812969,79867,119754,11765,338391,153290,15059,113140,11115,919743,90357,134434,13207,379451,213720,20996,179057,17591,1282321,125977,183877,18064,515514,50645,2020/2/1,1,26938,2646,20120,1977,161625,15878,23584,2317,66843,235264,23113,195174,19174,1411583,138676,202735,19917,565598,62,2025/3/1,210,291,545,5302,3754,4676,12239,86,963,2020
42-329-43201,4232943201,42-329-43201-00,4.23294E+11,42-329-43201-00-00,4.23294E+13,8.4042E+14,8.40421E+14,42-329-43200,1,FR UNOBTANIUM 1411 F 12HB,US,TX,MIDLAND,54996,FR UNOBTANIUM 1411 F,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,SPRABERRY,2019/12/1,31.871905,-101.820908,31.905993,-101.830822,8939,21562,8,SPRABERRY R 40 EXC,T&P RR CO,37,481,,23,3S,,,FR UNOBTANIUM 1411 F,2019,2019-Q4,Dec-19,2622,ACTUAL,2601,ACTUAL,ACTUAL,2019/3/8,2019/3/5,2019/6/18,2019/9/6,2019/9/6,2019/12/17,SLICKWATER HC,9363,21327,11964,12329,24263395,606620,2020/2/3,,1440,120,8641,1212,101,1369,114,1621,135,,,,PUMPING,39,,101193,8458,93412,7808,607156,50749,85624,7157,317048,187478,15670,196393,16415,1124869,94021,154746,12934,542704,240661,20115,285899,23897,1443965,120692,193011,16133,666020,280237,23423,407825,34088,1681421,140540,212266,17742,727224,458585,38330,1002299,83776,2751509,229982,291535,24368,966188,80758,2020/1/1,2,56756,4744,53445,4467,340533,28463,47848,3999,189272,660018,55167,2006159,167683,3960107,331002,325658,27220,1058616,64,2025/3/1,664,48929,1677,91218,485819,10248,26584,49,6160,2019
42-329-43200,4232943200,42-329-43200-00,4.23294E+11,42-329-43200-00-00,4.23294E+13,8.4042E+14,8.40421E+14,42-329-43200,1,FR UNOBTANIUM 1411 E 10HA,US,TX,MIDLAND,54291,FR UNOBTANIUM 1411 E,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,SPRABERRY,2019/12/1,31.871846,-101.82109,31.905773,-101.831692,8683,21210,8,SPRABERRY R 40 EXC,T&P RR CO,37,481,,23,3S,,,FR UNOBTANIUM 1411 E,2019,2019-Q4,Dec-19,2622,ACTUAL,2601,ACTUAL,ACTUAL,2019/3/13,2019/3/5,2019/6/16,2019/10/4,2019/10/4,2019/12/31,SLICKWATER HC,8984,20974,11990,12222,24249562,518996,2020/2/16,,1417,118,8500,1230,103,1120,93,2615,218,,,,PUMPING,39,,79887,6663,59139,4932,479325,39977,70031,5841,148883,181311,15122,138946,11588,1087864,90731,158153,13190,337248,260360,21715,211896,17673,1562161,130289,225044,18769,481442,302725,25248,274358,22882,1816349,151489,256998,21434,550920,399702,33336,409294,34136,2398211,200018,331486,27647,717316,59826,2020/1/1,2,41607,3470,32671,2725,249640,20821,36162,3016,76880,424414,35397,429643,35833,2546486,212384,352807,29425,768858,64,2025/3/1,326,308,824,6500,4662,5723,14205,83,1218,2019
42-227-40062,4222740062,42-227-40062-00,4.22274E+11,42-227-40062-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-40062,1,MONTERREY OAK F 8HA,US,TX,HOWARD,54310,MONTERREY OAK F,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2019/12/1,32.290714,-101.666311,32.26338,-101.658316,7973,18090,8,SPRABERRY,T&P RR CO,34,387,,5,1N,,,MONTERREY OAK F,2019,2019-Q4,Dec-19,2503,ACTUAL,2478,ACTUAL,ACTUAL,2019/3/14,2019/3/5,2019/5/8,2019/7/28,2019/7/28,2019/12/6,SLICKWATER HC,8184,17736,9552,9903,21023454,452685,2020/1/18,,1247,131,7481,1144,120,617,65,1548,162,,,,PUMPING,39,,120530,12618,96660,10119,723181,75710,104420,10932,192900,223086,23355,254111,26603,1338513,140129,180734,18921,342304,296320,31022,403044,42195,1777920,186131,229146,23989,437631,360716,37763,559755,58601,2164298,226581,267424,27997,513440,655234,68597,1381959,144677,3931406,411579,424908,44484,832966,87203,2020/1/1,2,43636,4568,60103,6292,261817,27410,38688,4050,65231,921437,96465,2451177,256614,5528620,578792,512907,53696,1020382,64,2025/3/1,2534,60103,5544,120936,519147,34412,74474,56,4779,2019
42-227-40069,4222740069,42-227-40069-00,4.22274E+11,42-227-40069-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-40081,1,MONTERREY OAK 3HB,US,TX,HOWARD,54060,MONTERREY OAK,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,PROPETRO SERVICES INC,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2019/12/1,32.291657,-101.663463,32.264687,-101.653375,8327,18478,8,SPRABERRY,T&P RR CO,34,387,,5,1N,,,MONTERREY OAK,2019,2019-Q4,Dec-19,2513,ACTUAL,2488,ACTUAL,ACTUAL,2019/3/14,2019/3/6,2019/5/18,2019/7/31,2019/7/31,2019/12/5,SLICKWATER HC,8616,18154,9538,9824,18919042,408405,2020/1/5,,722,76,4332,596,62,756,79,1317,138,,,,PUMPING,39,,86034,9020,90431,9481,516206,54121,70962,7440,156656,155373,16290,240211,25185,932239,97739,115338,12092,253185,194892,20433,313902,32911,1169352,122599,142575,14948,311460,233150,24444,428099,44884,1398900,146666,161800,16964,351916,488901,51258,1326715,139098,2933405,307549,267782,28075,560124,58725,2020/1/1,2,33138,3474,55659,5836,198825,20846,27083,2839,59815,762935,79989,2609375,273577,4577609,479934,328039,34393,663057,64,2025/3/1,1191,45744,1878,114051,545909,23067,37645,43,7954,2019
42-227-40071,4222740071,42-227-40071-00,4.22274E+11,42-227-40071-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-40081,1,MONTERREY OAK 2HA,US,TX,HOWARD,54060,MONTERREY OAK,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2019/12/1,32.29157,-101.661421,32.264641,-101.652946,7992,18210,8,SPRABERRY,T&P RR CO,34,387,,5,1N,,,MONTERREY OAK,2019,2019-Q4,Dec-19,2521,ACTUAL,2491,ACTUAL,ACTUAL,2019/3/14,2019/3/6,2019/5/30,2019/7/19,2019/7/19,2019/12/8,SLICKWATER HC,8332,18047,9715,9927,21190659,446073,2020/2/9,,922,95,5533,758,78,985,101,1300,134,,,,PUMPING,39,,55974,5762,38908,4005,335844,34570,49489,5094,84887,94545,9732,93283,9602,567271,58391,78998,8132,135743,115019,11839,115543,11893,690112,71036,95761,9857,164842,130684,13452,143832,14805,784106,80711,106712,10984,183989,191067,19667,240170,24722,1146399,118003,151038,15547,263648,27138,2020/1/1,2,22377,2303,18385,1892,134262,13820,19618,2019,33646,208996,21513,268807,27669,1253977,129076,164195,16901,288760,64,2025/3/1,176,377,349,5122,6607,4021,7848,79,1637,2019
42-227-40072,4222740072,42-227-40072-00,4.22274E+11,42-227-40072-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-40081,1,MONTERREY OAK 1AA,US,TX,HOWARD,54060,MONTERREY OAK,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2019/12/1,32.291527,-101.661233,32.264771,-101.652106,8122,18230,8,SPRABERRY,T&P RR CO,34,387,,5,1N,,,MONTERREY OAK,2019,2019-Q4,Dec-19,2521,ACTUAL,2491,ACTUAL,ACTUAL,2019/3/14,2019/3/7,2019/5/29,2019/7/4,2019/7/4,2019/12/7,SLICKWATER HC,8356,18075,9719,9803,21194192,453107,2020/1/25,,865,89,5187,708,73,939,97,1265,130,,,,PUMPING,39,,52352,5387,37001,3807,314113,32320,46185,4752,82531,87376,8990,86934,8945,524257,53941,72887,7499,130490,105964,10903,107354,11046,635785,65417,88072,9062,157935,120214,12369,133271,13712,721282,74214,98002,10084,175995,175212,18028,221143,22754,1051274,108167,138355,14236,251158,25842,2020/1/1,2,21353,2197,16889,1738,128118,13182,18668,1921,33334,191607,19715,247015,25416,1149643,118288,150438,15479,274871,64,2025/3/1,163,338,330,4695,5943,3705,7413,79,1642,2019
